"","idcode","industry","occupation","union","wage","hours","ttl_exp","tenure","age","gender","race","married","yearsofschooling","collgrad","south","smsa","c_city"
"206",477,"Wholesale/Retail Trade","Sales","nonunion",3.099838,30,10.35256,2.25,42,"male","white","married",12,"not college grad",0,"nonSMSA",0
"207",478,"Professional Services","Sales","nonunion",6.586145,32,5.897436,1.833333,38,"female","white","married",12,"not college grad",0,"SMSA",0
"208",481,"Professional Services","Sales","union",8.293073,38,14.5,7.333333,37,"male","white","married",12,"not college grad",0,"nonSMSA",0
"209",483,"Wholesale/Retail Trade","Sales","nonunion",5.032206,40,5.75641,3,42,"female","white","married",12,"not college grad",0,"nonSMSA",0
"210",485,"Professional Services","Managers/admin","nonunion",3.623188,40,11.78846,0.0833333,35,"male","white","married",17,"college grad",1,"SMSA",0
"211",486,"Professional Services","Other","nonunion",11.07395,40,15.69231,6.75,38,"male","black","single",18,"college grad",0,"SMSA",0
"212",487,"Personal Services","Laborers","nonunion",6.650957,22,12.57692,2.083333,36,"female","black","single",12,"not college grad",0,"nonSMSA",0
"213",488,"Wholesale/Retail Trade","Clerical/unskilled","nonunion",12.38325,25,8.01282,1,43,"female","white","married",16,"college grad",1,"SMSA",1
"214",492,"Transport/Comm/Utility","Clerical/unskilled","nonunion",7.246377,50,14.28846,3.916667,39,"female","white","married",12,"not college grad",0,"SMSA",0
"215",495,"Professional Services","Other","union",8.599029,45,13.66667,13.66667,38,"male","white","married",16,"college grad",0,"SMSA",0
"216",496,"Professional Services","Professional/technical","nonunion",12.85024,40,18.48077,11.75,40,"male","white","married",12,"not college grad",0,"SMSA",0
"217",499,"Construction","Operatives","nonunion",4.105351,40,5.288462,0.3333333,38,"female","white","single",10,"not college grad",0,"SMSA",1
"218",504,"Professional Services","Other","union",10.32206,60,15.05769,14.41667,43,"male","white","married",16,"college grad",0,"SMSA",0
"219",505,"Professional Services","Sales","union",6.030594,18,18.58333,18.58333,36,"male","white","married",14,"not college grad",0,"nonSMSA",0
"220",507,"Professional Services","Sales","nonunion",38.70926,40,8.423077,5.833333,39,"female","white","married",12,"not college grad",0,"nonSMSA",0
"221",510,"Public Administration","Sales","union",7.528179,40,9.166667,7.5,35,"female","white","married",12,"not college grad",0,"nonSMSA",0
"222",516,"Professional Services","Laborers","union",3.566825,40,13.40385,6.916667,35,"female","white","married",12,"not college grad",0,"SMSA",0
"223",518,"Wholesale/Retail Trade","Managers/admin","nonunion",6.811594,40,16.92949,16.91667,43,"male","white","married",12,"not college grad",0,"nonSMSA",0
"224",519,"Professional Services","Sales","union",6.344604,40,12.46154,5.666667,36,"female","white","married",12,"not college grad",1,"SMSA",1
"225",521,"Manufacturing","Operatives","nonunion",5.90177,40,5.923077,1,39,"female","white","single",7,"not college grad",0,"nonSMSA",0
"226",522,"Professional Services","Managers/admin","nonunion",5.450883,40,9.576923,6.916667,41,"male","white","married",14,"not college grad",0,"SMSA",1
"227",524,"Professional Services","Sales","union",5.289855,20,21.75,1,38,"female","white","married",12,"not college grad",0,"SMSA",1
"228",526,"Public Administration","Sales","nonunion",7.265882,35,10.07692,3.166667,38,"male","white","married",12,"not college grad",0,"SMSA",1
"229",531,"Finance/Ins/Real Estate","Clerical/unskilled","nonunion",1.545893,50,11.82692,1.166667,40,"male","white","single",16,"college grad",0,"SMSA",0
"230",533,"Professional Services","Sales","union",5.611914,40,11.02564,3.833333,35,"male","white","married",16,"college grad",0,"SMSA",0
"231",538,"Wholesale/Retail Trade","Clerical/unskilled","nonunion",3.553512,12,10.16026,0.5833333,45,"female","white","single",12,"not college grad",0,"SMSA",0
"232",540,"Wholesale/Retail Trade","Laborers","union",3.454104,35,7.730769,4.166667,42,"female","white","married",9,"not college grad",0,"SMSA",0
"233",541,"Finance/Ins/Real Estate","Clerical/unskilled","nonunion",22.52012,55,16.98077,13.41667,38,"female","white","single",13,"not college grad",1,"nonSMSA",0
"234",543,"Personal Services","Sales","union",4.428341,40,3.346154,1.25,41,"female","white","single",6,"not college grad",0,"SMSA",0
"235",548,"Professional Services","Sales","nonunion",4.777829,35,9.423077,1.583333,38,"female","white","married",12,"not college grad",0,"SMSA",1
"236",549,"Construction","Sales","nonunion",6.280193,30,17.01923,0.25,43,"female","white","single",12,"not college grad",0,"SMSA",0
"237",551,"Professional Services","Professional/technical","nonunion",9.661837,24,14.07692,3.083333,36,"male","white","married",16,"college grad",1,"SMSA",0
"238",555,"Business/Repair Svc","Managers/admin","nonunion",12.58454,40,16.36539,1.333333,36,"male","white","married",12,"not college grad",0,"SMSA",0
"239",558,"Professional Services","Professional/technical","nonunion",4.180602,40,6.416667,1.416667,42,"male","black","single",12,"not college grad",0,"SMSA",1
"240",562,"Wholesale/Retail Trade","Sales","nonunion",8.373587,37,8.121795,1.416667,44,"female","black","married",12,"not college grad",0,"SMSA",1
"241",570,"Manufacturing","Professional/technical","union",20.78905,35,11.46154,10.33333,36,"male","black","single",16,"college grad",0,"SMSA",1
"242",572,"Professional Services","Professional/technical","union",7.987117,38,7.967948,6.333333,35,"male","white","single",14,"not college grad",0,"SMSA",1
"243",576,"Personal Services","Laborers","nonunion",2.520128,24,6.173077,3,36,"female","white","single",11,"not college grad",0,"SMSA",1
"244",584,"Public Administration","Sales","union",11.0628,35,14.44872,3.583333,42,"female","white","single",12,"not college grad",0,"SMSA",1
"245",585,"Professional Services","Sales","union",9.677936,40,17.12179,1.333333,43,"female","white","single",12,"not college grad",0,"SMSA",0
"246",588,"Professional Services","Other","union",8.904991,40,4.25,2.083333,45,"male","white","married",16,"college grad",0,"SMSA",0
"247",595,"Finance/Ins/Real Estate","Sales","nonunion",4.21095,35,11.61539,1.583333,40,"female","white","married",12,"not college grad",0,"SMSA",0
"248",604,"Business/Repair Svc","Sales","nonunion",4.180602,40,2.807692,0.8333333,43,"male","white","married",12,"not college grad",0,"nonSMSA",0
"249",606,"Finance/Ins/Real Estate","Clerical/unskilled","nonunion",1.837627,35,17.19872,1.083333,42,"female","white","married",16,"college grad",0,"SMSA",1
"250",608,"Wholesale/Retail Trade","Clerical/unskilled","nonunion",8.691476,37,9.301282,1.833333,45,"female","white","married",16,"college grad",1,"SMSA",1
"251",609,"Transport/Comm/Utility","Sales","union",10.06441,40,9.557693,7.75,38,"male","white","single",12,"not college grad",0,"SMSA",0
"252",614,"Transport/Comm/Utility","Sales","union",11.94847,35,20.34615,20.33333,42,"female","white","single",12,"not college grad",0,"SMSA",0
"253",617,"Professional Services","Other","union",19.91143,35,14.75,14.75,42,"female","white","married",17,"college grad",0,"SMSA",0
"254",618,"Professional Services","Managers/admin","nonunion",7.938803,40,4.75,2.416667,40,"male","white","married",16,"college grad",1,"SMSA",0
"255",624,"Wholesale/Retail Trade","Clerical/unskilled","nonunion",10.06441,40,9.583333,4.833333,45,"male","white","married",12,"not college grad",0,"SMSA",0
"256",635,"Professional Services","Laborers","union",7.520126,35,9.692307,2.416667,40,"female","white","single",12,"not college grad",0,"SMSA",1
"257",636,"Wholesale/Retail Trade","Sales","nonunion",2.717391,40,3.339744,0.1666667,42,"female","black","single",12,"not college grad",1,"nonSMSA",0
"258",641,"Professional Services","Other","union",18.38969,32,12.08974,10.66667,42,"male","white","single",18,"college grad",0,"SMSA",1
"259",643,"Finance/Ins/Real Estate","Clerical/unskilled","nonunion",12.69726,50,14.01923,2.083333,40,"male","white","single",15,"not college grad",0,"SMSA",1
"260",644,"Professional Services","Professional/technical","nonunion",9.647542,35,13.42949,1.166667,34,"male","white","married",17,"college grad",0,"SMSA",0
"261",646,"Business/Repair Svc","Sales","nonunion",15.09662,20,18.76923,15.66667,42,"female","white","married",16,"college grad",0,"SMSA",0
"262",654,"Finance/Ins/Real Estate","Managers/admin","nonunion",7.734114,40,11.25,2.333333,44,"male","white","married",14,"not college grad",1,"SMSA",0
"263",655,"Professional Services","Sales","nonunion",13.90636,37,11.3141,0.5,45,"female","white","single",13,"not college grad",0,"nonSMSA",0
"264",656,"Public Administration","Sales","nonunion",5.636071,28,7.326923,2.083333,42,"female","white","married",10,"not college grad",0,"SMSA",0
"265",659,"Professional Services","Professional/technical","union",9.734298,35,10.58333,3.666667,38,"male","white","married",17,"college grad",0,"SMSA",0
"266",661,"Professional Services","Managers/admin","nonunion",10.17713,35,2.615385,1.083333,44,"male","white","single",18,"college grad",0,"SMSA",0
"267",664,"Wholesale/Retail Trade","Sales","nonunion",3.623188,27,6.365385,1.583333,42,"female","white","married",12,"not college grad",0,"SMSA",0
"268",665,"Entertainment/Rec Svc","Professional/technical","nonunion",10.06441,20,14.92308,9.416667,40,"male","white","single",8,"not college grad",1,"SMSA",0
"269",670,"Transport/Comm/Utility","Clerical/unskilled","nonunion",9.677936,40,20.33333,20.33333,44,"male","white","single",16,"college grad",0,"SMSA",0
"270",671,"Manufacturing","Sales","nonunion",5.233495,40,11.78846,1.666667,45,"male","white","married",12,"not college grad",1,"SMSA",0
"271",681,"Finance/Ins/Real Estate","Sales","nonunion",6.191625,40,11.01282,3.916667,41,"female","black","married",12,"not college grad",0,"SMSA",0
"272",683,"Manufacturing","Managers/admin","nonunion",12.77777,40,10.55128,6.583333,45,"male","white","married",17,"college grad",0,"SMSA",0
"273",684,"Finance/Ins/Real Estate","Managers/admin","nonunion",11.6103,40,11.71154,3.166667,37,"male","white","single",12,"not college grad",0,"SMSA",1
"274",688,"Wholesale/Retail Trade","Laborers","nonunion",4.355878,37,6.538462,2.25,38,"female","white","single",9,"not college grad",0,"SMSA",0
"275",689,"Professional Services","Other","nonunion",6.425121,40,7.544872,0.75,36,"female","white","married",15,"college grad",1,"SMSA",0
"276",690,"Professional Services","Professional/technical","union",7.455712,38,12.40385,4.75,39,"male","white","married",15,"not college grad",0,"SMSA",0
"277",691,"Transport/Comm/Utility","Sales","nonunion",16.29629,38,14.76923,13.08333,45,"male","white","married",12,"not college grad",0,"SMSA",0
"278",692,"Business/Repair Svc","Laborers","nonunion",5.032206,16,8.410256,3.833333,45,"male","white","married",12,"not college grad",0,"SMSA",0
"279",693,"Public Administration","Sales","nonunion",4.421789,40,7.685897,2.333333,41,"female","white","married",12,"not college grad",0,"SMSA",0
"280",694,"Finance/Ins/Real Estate","Managers/admin","nonunion",40.19808,40,11.72436,0.6666667,43,"male","white","single",14,"not college grad",1,"SMSA",1
"281",696,"Professional Services","Sales","union",5.676328,35,11.72436,6.416667,43,"female","white","married",14,"not college grad",0,"SMSA",0
"282",697,"Professional Services","Laborers","union",9.057972,40,15.48077,1.333333,41,"female","white","married",14,"not college grad",0,"SMSA",0
"283",699,"Finance/Ins/Real Estate","Managers/admin","nonunion",8.05153,50,11.34615,1.166667,43,"male","white","single",16,"college grad",0,"SMSA",0
"284",714,"Wholesale/Retail Trade","Professional/technical","nonunion",15.86956,40,9.788462,2,36,"male","white","married",18,"college grad",0,"SMSA",1
"285",716,"Wholesale/Retail Trade","Managers/admin","nonunion",16.64251,40,19.1859,12.83333,39,"male","white","married",12,"not college grad",0,"SMSA",0
"286",718,"Manufacturing","Operatives","union",3.762542,40,1.474359,0.5,38,"female","black","single",10,"not college grad",0,"SMSA",0
"287",719,"Transport/Comm/Utility","Operatives","nonunion",5.685618,30,2.942308,2.083333,39,"female","black","single",11,"not college grad",0,"SMSA",0
"288",722,"Manufacturing","Professional/technical","nonunion",3.344482,40,7.025642,0.1666667,36,"male","white","married",12,"not college grad",1,"SMSA",0
"289",724,"Finance/Ins/Real Estate","Sales","nonunion",7.487919,43,14.00641,9.916667,35,"female","white","married",13,"not college grad",0,"SMSA",0
"290",727,"Finance/Ins/Real Estate","Managers/admin","nonunion",10.18518,50,18.87179,1.333333,37,"male","white","single",12,"not college grad",0,"SMSA",0
"291",730,"Transport/Comm/Utility","Craftsmen","union",6.70692,60,14.20513,5.333333,44,"male","white","married",12,"not college grad",0,"SMSA",0
"292",731,"Public Administration","Laborers","nonunion",2.232711,16,17.5,7.083333,42,"female","white","married",12,"not college grad",1,"nonSMSA",0
"293",732,"Wholesale/Retail Trade","Laborers","union",4.315618,28,16.59615,6,40,"female","white","single",16,"college grad",0,"SMSA",0
"294",737,"Professional Services","Other","nonunion",9.999998,30,13.00641,6.75,41,"female","white","married",17,"college grad",0,"SMSA",0
"295",745,"Professional Services","Managers/admin","nonunion",13.26892,35,14.19231,1.416667,38,"male","white","married",12,"not college grad",0,"nonSMSA",0
"296",748,"Transport/Comm/Utility","Sales","union",9.33172,37,19.59615,6.5,39,"male","white","married",12,"not college grad",1,"SMSA",1
"297",749,"Transport/Comm/Utility","Sales","union",11.98873,35,17.00641,3.416667,35,"male","white","married",12,"not college grad",0,"SMSA",0
"298",750,"Finance/Ins/Real Estate","Managers/admin","nonunion",5,40,15.19231,4.5,35,"male","white","married",12,"not college grad",1,"SMSA",1
"299",754,"Wholesale/Retail Trade","Laborers","nonunion",3.220612,35,5.115385,1.916667,36,"female","white","married",12,"not college grad",1,"nonSMSA",0
"300",757,"Professional Services","Other","union",18.23671,45,18.73077,18.58333,42,"female","white","single",18,"college grad",0,"SMSA",0
"301",761,"Public Administration","Sales","union",13.26892,35,18.71795,18.66667,41,"male","black","married",13,"not college grad",0,"SMSA",0
"302",762,"Finance/Ins/Real Estate","Managers/admin","nonunion",11.65056,38,17.55128,17.5,41,"male","black","single",13,"not college grad",0,"SMSA",0
"303",763,"Professional Services","Professional/technical","union",8.848629,35,8.596154,7.916667,36,"male","black","single",15,"not college grad",0,"SMSA",0
"304",764,"Professional Services","Professional/technical","nonunion",8.148145,38,15.3782,7,44,"male","black","married",11,"not college grad",0,"SMSA",0
"305",768,"Wholesale/Retail Trade","Sales","nonunion",5.233495,37,12.98718,5.416667,37,"female","black","married",12,"not college grad",0,"SMSA",1
"306",769,"Wholesale/Retail Trade","Sales","nonunion",20.12883,10,13.26923,0,41,"female","white","married",12,"not college grad",0,"SMSA",0
"307",770,"Wholesale/Retail Trade","Clerical/unskilled","nonunion",4.790658,21,18.83333,18.83333,40,"female","white","married",18,"college grad",0,"SMSA",0
"308",771,"Professional Services","Other","nonunion",10.45088,40,14.30128,10.83333,38,"female","white","married",18,"college grad",0,"SMSA",0
